customerID,Churn,CustomerStatus,ChurnFlag,RetentionPriority
2387-KDZQY,No,Retained,0,Priority 5 - Other Retained
3584-WKTTW,No,Retained,0,Priority 4 - High Value Retained
3399-BMLVW,No,Retained,0,Priority 4 - High Value Retained
1971-DTCZB,No,Retained,0,Priority 4 - High Value Retained
3092-IGHWF,Yes,Churned,1,Priority 1 - High Value Churned
3374-PZLXD,No,Retained,0,Priority 5 - Other Retained
3813-DHBBB,No,Retained,0,Priority 4 - High Value Retained
2812-REYAT,No,Retained,0,Priority 5 - Other Retained
6518-PPLMZ,No,Retained,0,Priority 5 - Other Retained
4939-KYYPY,No,Retained,0,Priority 5 - Other Retained
8017-LXHFA,Yes,Churned,1,Priority 2 - Medium Value Churned
5930-GBIWP,No,Retained,0,Priority 4 - High Value Retained
6022-KOUQO,No,Retained,0,Priority 5 - Other Retained
6352-TWCAU,Yes,Churned,1,Priority 1 - High Value Churned
2361-UPSND,No,Retained,0,Priority 4 - High Value Retained
6035-RIIOM,No,Retained,0,Priority 4 - High Value Retained
2929-QNSRW,Yes,Churned,1,Priority 1 - High Value Churned
1262-OPMFY,Yes,Churned,1,Priority 3 - Low Value Churned
9504-DSHWM,No,Retained,0,Priority 5 - Other Retained
5035-BVCXS,No,Retained,0,Priority 5 - Other Retained
6267-DCFFZ,No,Retained,0,Priority 5 - Other Retained
3533-UVMOM,No,Retained,0,Priority 4 - High Value Retained
2439-LYPMQ,No,Retained,0,Priority 4 - High Value Retained
4248-QPAVC,Yes,Churned,1,Priority 2 - Medium Value Churned
1899-VXWXM,Yes,Churned,1,Priority 1 - High Value Churned
1478-VPOAD,No,Retained,0,Priority 5 - Other Retained
9995-HOTOH,No,Retained,0,Priority 4 - High Value Retained
2988-PLAHS,No,Retained,0,Priority 5 - Other Retained
1371-OJCEK,No,Retained,0,Priority 5 - Other Retained
4999-IEZLT,No,Retained,0,Priority 5 - Other Retained
8883-ANODQ,No,Retained,0,Priority 4 - High Value Retained
4690-LLKUA,Yes,Churned,1,Priority 2 - Medium Value Churned
2351-RRBUE,No,Retained,0,Priority 5 - Other Retained
5980-BDHPY,No,Retained,0,Priority 4 - High Value Retained
1498-DQNRX,No,Retained,0,Priority 5 - Other Retained
9469-WEJBT,No,Retained,0,Priority 4 - High Value Retained
3331-HQDTW,Yes,Churned,1,Priority 1 - High Value Churned
9490-DFPMD,Yes,Churned,1,Priority 1 - High Value Churned
2581-VKIRT,No,Retained,0,Priority 4 - High Value Retained
5442-XSDCW,Yes,Churned,1,Priority 2 - Medium Value Churned
7426-WEIJX,No,Retained,0,Priority 4 - High Value Retained
2851-MMUTZ,No,Retained,0,Priority 5 - Other Retained
3049-NDXFL,Yes,Churned,1,Priority 3 - Low Value Churned
8580-AECUZ,Yes,Churned,1,Priority 3 - Low Value Churned
3307-TLCUD,No,Retained,0,Priority 5 - Other Retained
6625-FLENO,No,Retained,0,Priority 5 - Other Retained
2967-MXRAV,No,Retained,0,Priority 5 - Other Retained
7963-GQRMY,Yes,Churned,1,Priority 3 - Low Value Churned
8189-HBVRW,No,Retained,0,Priority 4 - High Value Retained
4163-KIUHY,No,Retained,0,Priority 5 - Other Retained
1228-FZFRV,Yes,Churned,1,Priority 1 - High Value Churned
3500-NSDOA,No,Retained,0,Priority 4 - High Value Retained
1171-TYKUR,No,Retained,0,Priority 5 - Other Retained
3761-FLYZI,No,Retained,0,Priority 4 - High Value Retained
2058-DCJBE,Yes,Churned,1,Priority 3 - Low Value Churned
5364-XYIRR,Yes,Churned,1,Priority 1 - High Value Churned
4829-AUOAX,Yes,Churned,1,Priority 1 - High Value Churned
1219-NNDDO,No,Retained,0,Priority 5 - Other Retained
8388-DMKAE,No,Retained,0,Priority 5 - Other Retained
4403-BWPAY,No,Retained,0,Priority 5 - Other Retained
9659-QEQSY,No,Retained,0,Priority 4 - High Value Retained
5405-ZMYXQ,No,Retained,0,Priority 5 - Other Retained
5047-LHVLY,Yes,Churned,1,Priority 3 - Low Value Churned
1442-OKRJE,No,Retained,0,Priority 4 - High Value Retained
4737-AQCPU,No,Retained,0,Priority 4 - High Value Retained
9158-VCTQB,Yes,Churned,1,Priority 1 - High Value Churned
2808-CHTDM,No,Retained,0,Priority 5 - Other Retained
6311-UEUME,Yes,Churned,1,Priority 2 - Medium Value Churned
0793-TWELN,No,Retained,0,Priority 5 - Other Retained
3283-WCWXT,No,Retained,0,Priority 5 - Other Retained
1060-ENTOF,No,Retained,0,Priority 4 - High Value Retained
0999-QXNSA,No,Retained,0,Priority 5 - Other Retained
5451-MHQOF,No,Retained,0,Priority 5 - Other Retained
4836-WNFNO,No,Retained,0,Priority 5 - Other Retained
9225-BZLNZ,No,Retained,0,Priority 4 - High Value Retained
0354-VXMJC,No,Retained,0,Priority 5 - Other Retained
4422-QVIJA,No,Retained,0,Priority 5 - Other Retained
9365-SRSZE,No,Retained,0,Priority 5 - Other Retained
6839-ITVZJ,Yes,Churned,1,Priority 2 - Medium Value Churned
8332-OSJDW,No,Retained,0,Priority 5 - Other Retained
4735-BJKOU,No,Retained,0,Priority 5 - Other Retained
0274-JKUJR,No,Retained,0,Priority 5 - Other Retained
5740-YHGTW,No,Retained,0,Priority 4 - High Value Retained
8917-SZTTJ,No,Retained,0,Priority 5 - Other Retained
1696-MZVAU,No,Retained,0,Priority 5 - Other Retained
7359-WWYJV,No,Retained,0,Priority 4 - High Value Retained
0375-HVGXO,Yes,Churned,1,Priority 3 - Low Value Churned
4906-ZHGPK,No,Retained,0,Priority 4 - High Value Retained
8593-WHYHV,Yes,Churned,1,Priority 3 - Low Value Churned
3795-GWTRD,No,Retained,0,Priority 4 - High Value Retained
1298-PHBTI,No,Retained,0,Priority 4 - High Value Retained
6223-DHJGV,No,Retained,0,Priority 5 - Other Retained
6961-MJKBO,No,Retained,0,Priority 5 - Other Retained
6097-EQISJ,Yes,Churned,1,Priority 1 - High Value Churned
4423-YLHDV,Yes,Churned,1,Priority 2 - Medium Value Churned
8158-WPEZG,No,Retained,0,Priority 5 - Other Retained
0107-YHINA,Yes,Churned,1,Priority 3 - Low Value Churned
4918-FYJNT,No,Retained,0,Priority 4 - High Value Retained
0727-BNRLG,No,Retained,0,Priority 4 - High Value Retained
4854-CIDCF,No,Retained,0,Priority 5 - Other Retained
8640-SDGKB,Yes,Churned,1,Priority 3 - Low Value Churned
3280-MRDOF,No,Retained,0,Priority 5 - Other Retained
6435-SRWBJ,No,Retained,0,Priority 5 - Other Retained
9964-WBQDJ,No,Retained,0,Priority 5 - Other Retained
6303-KFWSL,No,Retained,0,Priority 5 - Other Retained
1702-CCFNJ,No,Retained,0,Priority 4 - High Value Retained
8932-CZHRQ,No,Retained,0,Priority 4 - High Value Retained
0386-CWRGM,No,Retained,0,Priority 5 - Other Retained
5515-RUGKN,No,Retained,0,Priority 5 - Other Retained
0404-AHASP,No,Retained,0,Priority 5 - Other Retained
7279-NMVJC,No,Retained,0,Priority 5 - Other Retained
2081-VEYEH,No,Retained,0,Priority 5 - Other Retained
6407-UTSLV,No,Retained,0,Priority 5 - Other Retained
4116-TZAQJ,Yes,Churned,1,Priority 3 - Low Value Churned
9060-HJJRW,No,Retained,0,Priority 4 - High Value Retained
2587-YNLES,No,Retained,0,Priority 5 - Other Retained
7398-SKNQZ,No,Retained,0,Priority 5 - Other Retained
5935-FCCNB,No,Retained,0,Priority 5 - Other Retained
1958-RNRKS,No,Retained,0,Priority 5 - Other Retained
5136-RGMZO,No,Retained,0,Priority 5 - Other Retained
8345-MVDYC,No,Retained,0,Priority 4 - High Value Retained
8226-BXGES,No,Retained,0,Priority 4 - High Value Retained
3877-JRJIP,Yes,Churned,1,Priority 3 - Low Value Churned
8375-DKEBR,Yes,Churned,1,Priority 3 - Low Value Churned
9705-IOVQQ,No,Retained,0,Priority 4 - High Value Retained
1015-OWJKI,No,Retained,0,Priority 5 - Other Retained
7511-YMXVQ,Yes,Churned,1,Priority 3 - Low Value Churned
2040-XBAVJ,No,Retained,0,Priority 4 - High Value Retained
7551-JOHTI,Yes,Churned,1,Priority 3 - Low Value Churned
8887-IPQNC,No,Retained,0,Priority 5 - Other Retained
8646-JCOMS,No,Retained,0,Priority 4 - High Value Retained
9804-ICWBG,Yes,Churned,1,Priority 3 - Low Value Churned
1222-KJNZD,No,Retained,0,Priority 5 - Other Retained
0106-GHRQR,No,Retained,0,Priority 5 - Other Retained
5318-IXUZF,Yes,Churned,1,Priority 3 - Low Value Churned
3768-VHXQO,No,Retained,0,Priority 5 - Other Retained
8952-WCVCD,No,Retained,0,Priority 4 - High Value Retained
2418-TPEUN,No,Retained,0,Priority 5 - Other Retained
3963-RYFNS,No,Retained,0,Priority 4 - High Value Retained
3198-VELRD,Yes,Churned,1,Priority 3 - Low Value Churned
8540-ZQGEA,No,Retained,0,Priority 5 - Other Retained
1320-REHCS,No,Retained,0,Priority 4 - High Value Retained
4137-JOPHL,No,Retained,0,Priority 4 - High Value Retained
9436-ZBZCT,Yes,Churned,1,Priority 2 - Medium Value Churned
7801-CEDNV,No,Retained,0,Priority 5 - Other Retained
2057-BOYKM,No,Retained,0,Priority 4 - High Value Retained
3658-QQJYD,No,Retained,0,Priority 4 - High Value Retained
1803-BGNBD,No,Retained,0,Priority 5 - Other Retained
0134-XWXCE,No,Retained,0,Priority 4 - High Value Retained
6950-TWMYB,No,Retained,0,Priority 4 - High Value Retained
5848-FHRFC,No,Retained,0,Priority 5 - Other Retained
2243-FNMMI,No,Retained,0,Priority 5 - Other Retained
2511-MORQY,No,Retained,0,Priority 5 - Other Retained
5356-KZCKT,No,Retained,0,Priority 5 - Other Retained
9470-XCCEM,No,Retained,0,Priority 4 - High Value Retained
6519-CFDBX,No,Retained,0,Priority 5 - Other Retained
3902-MIVLE,No,Retained,0,Priority 4 - High Value Retained
0409-WTMPL,No,Retained,0,Priority 4 - High Value Retained
8763-KIAFH,No,Retained,0,Priority 5 - Other Retained
3669-WHAFY,No,Retained,0,Priority 4 - High Value Retained
3055-VTCGS,No,Retained,0,Priority 4 - High Value Retained
3144-KMTWZ,No,Retained,0,Priority 4 - High Value Retained
7279-BUYWN,Yes,Churned,1,Priority 1 - High Value Churned
7156-MHUGY,Yes,Churned,1,Priority 2 - Medium Value Churned
7198-GLXTC,Yes,Churned,1,Priority 3 - Low Value Churned
2007-QVGAW,No,Retained,0,Priority 5 - Other Retained
5207-PLSTK,No,Retained,0,Priority 5 - Other Retained
2307-FYNNL,No,Retained,0,Priority 4 - High Value Retained
5605-XNWEN,No,Retained,0,Priority 5 - Other Retained
2155-AMQRX,No,Retained,0,Priority 5 - Other Retained
6181-AXXYF,No,Retained,0,Priority 5 - Other Retained
5091-HFAZW,No,Retained,0,Priority 5 - Other Retained
0516-VRYBW,Yes,Churned,1,Priority 3 - Low Value Churned
2519-LBNQL,No,Retained,0,Priority 4 - High Value Retained
8623-ULFNQ,No,Retained,0,Priority 5 - Other Retained
8380-PEFPE,Yes,Churned,1,Priority 3 - Low Value Churned
5687-DKDTV,Yes,Churned,1,Priority 3 - Low Value Churned
1568-LJSZU,No,Retained,0,Priority 4 - High Value Retained
7530-HDYDS,Yes,Churned,1,Priority 1 - High Value Churned
7789-HKSBS,No,Retained,0,Priority 4 - High Value Retained
7416-CKTEP,No,Retained,0,Priority 5 - Other Retained
2586-CWXVV,No,Retained,0,Priority 5 - Other Retained
3096-IZETN,Yes,Churned,1,Priority 2 - Medium Value Churned
2348-KCJLT,No,Retained,0,Priority 5 - Other Retained
8401-EMUWF,No,Retained,0,Priority 4 - High Value Retained
4193-IBKSW,No,Retained,0,Priority 5 - Other Retained
5377-NDTOU,No,Retained,0,Priority 4 - High Value Retained
5922-ABDVO,Yes,Churned,1,Priority 2 - Medium Value Churned
2474-LCNUE,No,Retained,0,Priority 5 - Other Retained
0839-QNXME,No,Retained,0,Priority 5 - Other Retained
3506-OVLKD,No,Retained,0,Priority 5 - Other Retained
9172-ANCRX,Yes,Churned,1,Priority 2 - Medium Value Churned
6650-VJONK,No,Retained,0,Priority 5 - Other Retained
2178-PMGCJ,No,Retained,0,Priority 5 - Other Retained
7492-TAFJD,No,Retained,0,Priority 5 - Other Retained
2773-MADBQ,No,Retained,0,Priority 5 - Other Retained
6016-LVTJQ,No,Retained,0,Priority 5 - Other Retained
7860-KSUGX,No,Retained,0,Priority 4 - High Value Retained
8966-KZXXA,No,Retained,0,Priority 5 - Other Retained
6910-HADCM,Yes,Churned,1,Priority 3 - Low Value Churned
4816-LXZYW,Yes,Churned,1,Priority 2 - Medium Value Churned
9606-PBKBQ,Yes,Churned,1,Priority 2 - Medium Value Churned
5149-QYTTU,No,Retained,0,Priority 4 - High Value Retained
2070-XYMFH,No,Retained,0,Priority 5 - Other Retained
2085-BOJKI,No,Retained,0,Priority 5 - Other Retained
0817-HSUSE,No,Retained,0,Priority 5 - Other Retained
5442-PPTJY,No,Retained,0,Priority 5 - Other Retained
1927-QEWMY,No,Retained,0,Priority 5 - Other Retained
1663-MHLHE,No,Retained,0,Priority 5 - Other Retained
5663-QBGIS,No,Retained,0,Priority 4 - High Value Retained
4450-MDZFX,No,Retained,0,Priority 4 - High Value Retained
6701-DHKWQ,No,Retained,0,Priority 4 - High Value Retained
7554-AKDQF,No,Retained,0,Priority 5 - Other Retained
3536-IQCTX,Yes,Churned,1,Priority 2 - Medium Value Churned
4911-BANWH,Yes,Churned,1,Priority 2 - Medium Value Churned
8496-EJAUI,Yes,Churned,1,Priority 2 - Medium Value Churned
0794-YVSGE,No,Retained,0,Priority 5 - Other Retained
5423-BHIXO,No,Retained,0,Priority 5 - Other Retained
6908-VVYHM,No,Retained,0,Priority 4 - High Value Retained
2959-EEXWB,No,Retained,0,Priority 5 - Other Retained
1839-UMACK,No,Retained,0,Priority 5 - Other Retained
3030-YDNRM,No,Retained,0,Priority 5 - Other Retained
7321-KKSDU,No,Retained,0,Priority 5 - Other Retained
3402-XRIUO,No,Retained,0,Priority 5 - Other Retained
3132-TVFDZ,Yes,Churned,1,Priority 2 - Medium Value Churned
8286-AFUYI,No,Retained,0,Priority 5 - Other Retained
8080-DDEMJ,Yes,Churned,1,Priority 3 - Low Value Churned
8356-WUAOJ,No,Retained,0,Priority 5 - Other Retained
6365-MTGZX,Yes,Churned,1,Priority 2 - Medium Value Churned
1349-WXNGG,Yes,Churned,1,Priority 3 - Low Value Churned
8058-DMYRU,No,Retained,0,Priority 4 - High Value Retained
9350-ZXYJC,No,Retained,0,Priority 5 - Other Retained
6990-YNRIO,Yes,Churned,1,Priority 1 - High Value Churned
8958-JPTRR,No,Retained,0,Priority 5 - Other Retained
6959-GQEGV,No,Retained,0,Priority 4 - High Value Retained
3173-WSSUE,No,Retained,0,Priority 5 - Other Retained
1265-HVPZB,No,Retained,0,Priority 4 - High Value Retained
4115-UMJFQ,No,Retained,0,Priority 5 - Other Retained
7369-TRPFD,No,Retained,0,Priority 5 - Other Retained
1098-KFQEC,No,Retained,0,Priority 5 - Other Retained
7190-XHTWJ,No,Retained,0,Priority 5 - Other Retained
0621-TWIEM,Yes,Churned,1,Priority 3 - Low Value Churned
3537-RYBHH,No,Retained,0,Priority 4 - High Value Retained
2485-ITVKB,Yes,Churned,1,Priority 3 - Low Value Churned
3669-OYSJI,Yes,Churned,1,Priority 3 - Low Value Churned
1612-EOHDH,Yes,Churned,1,Priority 3 - Low Value Churned
6702-OHFWR,Yes,Churned,1,Priority 3 - Low Value Churned
5296-BFCYD,No,Retained,0,Priority 5 - Other Retained
4510-PYUSH,Yes,Churned,1,Priority 2 - Medium Value Churned
9359-JANWS,No,Retained,0,Priority 4 - High Value Retained
7517-SAWMO,Yes,Churned,1,Priority 2 - Medium Value Churned
4143-HHPMK,Yes,Churned,1,Priority 1 - High Value Churned
3279-DYZQM,No,Retained,0,Priority 5 - Other Retained
7054-LGEQW,Yes,Churned,1,Priority 3 - Low Value Churned
0523-VNGTF,No,Retained,0,Priority 5 - Other Retained
9575-IWCAZ,No,Retained,0,Priority 5 - Other Retained
7105-MXJLL,No,Retained,0,Priority 5 - Other Retained
7064-FRRSW,No,Retained,0,Priority 4 - High Value Retained
7940-UQQUG,No,Retained,0,Priority 4 - High Value Retained
0923-PNFUB,Yes,Churned,1,Priority 3 - Low Value Churned
3961-SXAXY,No,Retained,0,Priority 5 - Other Retained
7010-BRBUU,No,Retained,0,Priority 5 - Other Retained
3566-HJGPK,No,Retained,0,Priority 5 - Other Retained
3062-ICYZQ,No,Retained,0,Priority 4 - High Value Retained
9938-PRCVK,No,Retained,0,Priority 5 - Other Retained
0973-KYVNF,No,Retained,0,Priority 4 - High Value Retained
5129-HHMZC,No,Retained,0,Priority 4 - High Value Retained
9637-CDTKZ,No,Retained,0,Priority 4 - High Value Retained
3946-JEWRQ,No,Retained,0,Priority 4 - High Value Retained
7873-CVMAW,No,Retained,0,Priority 4 - High Value Retained
0463-WZZKO,No,Retained,0,Priority 5 - Other Retained
3494-JCHRQ,Yes,Churned,1,Priority 3 - Low Value Churned
6474-FVJLC,Yes,Churned,1,Priority 3 - Low Value Churned
4524-QCSSM,No,Retained,0,Priority 5 - Other Retained
5832-EXGTT,No,Retained,0,Priority 5 - Other Retained
8840-DQLGN,Yes,Churned,1,Priority 1 - High Value Churned
2039-JONDJ,No,Retained,0,Priority 5 - Other Retained
7217-JYHOQ,No,Retained,0,Priority 5 - Other Retained
6695-FRVEC,No,Retained,0,Priority 4 - High Value Retained
4547-LYTDD,Yes,Churned,1,Priority 2 - Medium Value Churned
9894-QMIMJ,No,Retained,0,Priority 5 - Other Retained
8069-YQQAJ,No,Retained,0,Priority 5 - Other Retained
6770-XUAGN,Yes,Churned,1,Priority 3 - Low Value Churned
4193-ORFCL,Yes,Churned,1,Priority 3 - Low Value Churned
1636-NTNCO,No,Retained,0,Priority 5 - Other Retained
3466-WAESX,No,Retained,0,Priority 5 - Other Retained
9281-PKKZE,No,Retained,0,Priority 5 - Other Retained
3638-VBZTA,No,Retained,0,Priority 4 - High Value Retained
7459-IMVYU,No,Retained,0,Priority 5 - Other Retained
7776-QWNFX,Yes,Churned,1,Priority 2 - Medium Value Churned
6689-TCZHQ,Yes,Churned,1,Priority 3 - Low Value Churned
8563-OYMQY,No,Retained,0,Priority 5 - Other Retained
0754-EEBDC,No,Retained,0,Priority 5 - Other Retained
5777-ZPQNC,No,Retained,0,Priority 5 - Other Retained
1951-IEYXM,No,Retained,0,Priority 4 - High Value Retained
3318-NMQXL,No,Retained,0,Priority 5 - Other Retained
3143-ILDAL,Yes,Churned,1,Priority 1 - High Value Churned
1022-RKXDR,No,Retained,0,Priority 5 - Other Retained
2361-FJWNO,No,Retained,0,Priority 5 - Other Retained
2272-UOINI,No,Retained,0,Priority 5 - Other Retained
8232-UTFOZ,No,Retained,0,Priority 5 - Other Retained
3750-YHRYO,No,Retained,0,Priority 5 - Other Retained
6637-KYRCV,No,Retained,0,Priority 5 - Other Retained
5668-MEISB,No,Retained,0,Priority 4 - High Value Retained
0129-QMPDR,No,Retained,0,Priority 5 - Other Retained
7188-CBBBA,No,Retained,0,Priority 4 - High Value Retained
5356-CSVSQ,No,Retained,0,Priority 5 - Other Retained
3221-CJMSG,No,Retained,0,Priority 5 - Other Retained
4720-VSTSI,Yes,Churned,1,Priority 1 - High Value Churned
3219-JQRSL,No,Retained,0,Priority 4 - High Value Retained
2801-NISEI,No,Retained,0,Priority 5 - Other Retained
3946-MHCZW,Yes,Churned,1,Priority 3 - Low Value Churned
4623-ZKHLY,No,Retained,0,Priority 5 - Other Retained
6732-VAILE,No,Retained,0,Priority 4 - High Value Retained
8201-AAXCB,No,Retained,0,Priority 5 - Other Retained
7696-CFTAT,No,Retained,0,Priority 5 - Other Retained
1845-CSBRZ,No,Retained,0,Priority 5 - Other Retained
2123-VSCOT,No,Retained,0,Priority 4 - High Value Retained
6651-AZVTJ,Yes,Churned,1,Priority 1 - High Value Churned
4566-GOLUK,Yes,Churned,1,Priority 1 - High Value Churned
2484-DGXPZ,Yes,Churned,1,Priority 3 - Low Value Churned
2018-QKYGT,No,Retained,0,Priority 5 - Other Retained
2792-VPPET,No,Retained,0,Priority 5 - Other Retained
7409-JURKQ,No,Retained,0,Priority 4 - High Value Retained
3247-MHJKM,No,Retained,0,Priority 5 - Other Retained
1964-SVLEA,No,Retained,0,Priority 5 - Other Retained
4587-NUKOX,Yes,Churned,1,Priority 3 - Low Value Churned
7297-DVYGA,No,Retained,0,Priority 5 - Other Retained
2239-CGBUZ,No,Retained,0,Priority 4 - High Value Retained
0854-UYHZD,No,Retained,0,Priority 5 - Other Retained
7243-LCGGZ,No,Retained,0,Priority 5 - Other Retained
8267-KFGYD,No,Retained,0,Priority 5 - Other Retained
4890-VMUAV,No,Retained,0,Priority 4 - High Value Retained
9261-WDCAF,No,Retained,0,Priority 5 - Other Retained
3764-MNMOI,No,Retained,0,Priority 5 - Other Retained
7442-YGZFK,No,Retained,0,Priority 5 - Other Retained
0420-BWTPW,Yes,Churned,1,Priority 3 - Low Value Churned
8229-BUJHX,No,Retained,0,Priority 5 - Other Retained
7449-HVPIV,No,Retained,0,Priority 4 - High Value Retained
5504-WSIUR,No,Retained,0,Priority 4 - High Value Retained
8183-ONMXC,Yes,Churned,1,Priority 3 - Low Value Churned
8466-PZBLH,No,Retained,0,Priority 4 - High Value Retained
9614-RMGHA,Yes,Churned,1,Priority 1 - High Value Churned
8735-IJJEG,No,Retained,0,Priority 5 - Other Retained
0564-MUUQK,No,Retained,0,Priority 5 - Other Retained
5054-IEXZT,Yes,Churned,1,Priority 3 - Low Value Churned
5834-ASPWA,Yes,Churned,1,Priority 3 - Low Value Churned
0701-RFGFI,No,Retained,0,Priority 4 - High Value Retained
0019-EFAEP,No,Retained,0,Priority 4 - High Value Retained
5619-PTMIK,No,Retained,0,Priority 5 - Other Retained
3737-XBQDD,No,Retained,0,Priority 5 - Other Retained
5882-CMAZQ,No,Retained,0,Priority 5 - Other Retained
5846-QFDFI,No,Retained,0,Priority 4 - High Value Retained
4445-KWOKW,No,Retained,0,Priority 5 - Other Retained
3511-APPBJ,No,Retained,0,Priority 5 - Other Retained
7967-HYCDE,No,Retained,0,Priority 5 - Other Retained
2430-RRYUW,No,Retained,0,Priority 4 - High Value Retained
3948-XHGNA,Yes,Churned,1,Priority 2 - Medium Value Churned
3723-BFBGR,No,Retained,0,Priority 5 - Other Retained
0565-IYCGT,Yes,Churned,1,Priority 1 - High Value Churned
5447-WZAFP,No,Retained,0,Priority 4 - High Value Retained
5110-CHOPY,No,Retained,0,Priority 4 - High Value Retained
5445-UTODQ,Yes,Churned,1,Priority 3 - Low Value Churned
4425-OWHWB,No,Retained,0,Priority 5 - Other Retained
7892-QVYKW,No,Retained,0,Priority 5 - Other Retained
9675-ICXCT,No,Retained,0,Priority 4 - High Value Retained
1024-VRZHF,Yes,Churned,1,Priority 2 - Medium Value Churned
4703-MQYKT,No,Retained,0,Priority 5 - Other Retained
9497-QCMMS,Yes,Churned,1,Priority 3 - Low Value Churned
5692-ICXLW,No,Retained,0,Priority 4 - High Value Retained
0602-DDUML,No,Retained,0,Priority 4 - High Value Retained
2208-MPXIO,No,Retained,0,Priority 5 - Other Retained
1960-UYCNN,No,Retained,0,Priority 5 - Other Retained
0348-SDKOL,Yes,Churned,1,Priority 1 - High Value Churned
3190-FZATL,No,Retained,0,Priority 5 - Other Retained
7336-RLLRH,No,Retained,0,Priority 5 - Other Retained
4373-MAVJG,Yes,Churned,1,Priority 2 - Medium Value Churned
8901-HJXTF,Yes,Churned,1,Priority 3 - Low Value Churned
7710-JSYOA,No,Retained,0,Priority 4 - High Value Retained
5419-KLXBN,Yes,Churned,1,Priority 2 - Medium Value Churned
3424-NMNBO,Yes,Churned,1,Priority 1 - High Value Churned
9885-MFVSU,No,Retained,0,Priority 5 - Other Retained
4514-GFCFI,Yes,Churned,1,Priority 2 - Medium Value Churned
0607-MVMGC,No,Retained,0,Priority 4 - High Value Retained
3365-SAIGS,No,Retained,0,Priority 5 - Other Retained
9828-AOQLM,Yes,Churned,1,Priority 3 - Low Value Churned
8022-BECSI,No,Retained,0,Priority 5 - Other Retained
8000-REIQB,Yes,Churned,1,Priority 3 - Low Value Churned
9993-LHIEB,No,Retained,0,Priority 4 - High Value Retained
0266-CLZKZ,No,Retained,0,Priority 4 - High Value Retained
7615-ESMYF,Yes,Churned,1,Priority 3 - Low Value Churned
3858-VOBET,Yes,Churned,1,Priority 2 - Medium Value Churned
7020-OZKXZ,No,Retained,0,Priority 5 - Other Retained
3977-QCRSL,No,Retained,0,Priority 5 - Other Retained
0017-DINOC,No,Retained,0,Priority 5 - Other Retained
1447-PJGGA,Yes,Churned,1,Priority 1 - High Value Churned
8565-CLBZW,Yes,Churned,1,Priority 2 - Medium Value Churned
9139-WQQDY,Yes,Churned,1,Priority 1 - High Value Churned
0224-HJAPT,Yes,Churned,1,Priority 3 - Low Value Churned
8086-OVPWV,Yes,Churned,1,Priority 3 - Low Value Churned
9430-FRQOC,Yes,Churned,1,Priority 3 - Low Value Churned
7639-OPLNG,No,Retained,0,Priority 4 - High Value Retained
3074-GQWYX,Yes,Churned,1,Priority 3 - Low Value Churned
1492-QGCLU,No,Retained,0,Priority 4 - High Value Retained
6845-RGTYS,Yes,Churned,1,Priority 1 - High Value Churned
7328-OWMOM,No,Retained,0,Priority 5 - Other Retained
4418-LZMSV,No,Retained,0,Priority 5 - Other Retained
5155-AZQPB,No,Retained,0,Priority 5 - Other Retained
8861-HGGKB,Yes,Churned,1,Priority 2 - Medium Value Churned
1087-GRUYI,No,Retained,0,Priority 5 - Other Retained
7065-YUNRY,Yes,Churned,1,Priority 3 - Low Value Churned
7694-VLBWQ,Yes,Churned,1,Priority 1 - High Value Churned
2546-KZAAT,No,Retained,0,Priority 4 - High Value Retained
0181-RITDD,No,Retained,0,Priority 4 - High Value Retained
5989-PGKJB,No,Retained,0,Priority 5 - Other Retained
4795-KTRTH,Yes,Churned,1,Priority 3 - Low Value Churned
8272-ONJLV,No,Retained,0,Priority 5 - Other Retained
1488-PBLJN,No,Retained,0,Priority 4 - High Value Retained
0308-GIQJT,No,Retained,0,Priority 4 - High Value Retained
3778-FOAQW,No,Retained,0,Priority 5 - Other Retained
4452-ROHMO,No,Retained,0,Priority 5 - Other Retained
6481-OGDOO,Yes,Churned,1,Priority 1 - High Value Churned
3090-LETTY,No,Retained,0,Priority 5 - Other Retained
5349-AZPEW,No,Retained,0,Priority 5 - Other Retained
3753-TSEMP,Yes,Churned,1,Priority 2 - Medium Value Churned
8305-VHZBZ,Yes,Churned,1,Priority 3 - Low Value Churned
9720-JJJOR,No,Retained,0,Priority 5 - Other Retained
8100-HZZLJ,No,Retained,0,Priority 5 - Other Retained
8775-ERLNB,No,Retained,0,Priority 5 - Other Retained
8309-IEYJD,No,Retained,0,Priority 5 - Other Retained
9172-JITSM,Yes,Churned,1,Priority 2 - Medium Value Churned
6298-QDFNH,Yes,Churned,1,Priority 2 - Medium Value Churned
7398-HPYZQ,No,Retained,0,Priority 4 - High Value Retained
3546-GHEAE,No,Retained,0,Priority 5 - Other Retained
7361-YPXFS,No,Retained,0,Priority 5 - Other Retained
6557-BZXLQ,No,Retained,0,Priority 5 - Other Retained
2550-QHZGP,No,Retained,0,Priority 5 - Other Retained
7519-JTWQH,No,Retained,0,Priority 4 - High Value Retained
2538-OIMXF,No,Retained,0,Priority 5 - Other Retained
8543-MSDMF,No,Retained,0,Priority 5 - Other Retained
9961-JBNMK,Yes,Churned,1,Priority 2 - Medium Value Churned
1170-SASML,No,Retained,0,Priority 4 - High Value Retained
4872-JCVCA,No,Retained,0,Priority 4 - High Value Retained
5346-BZCHP,No,Retained,0,Priority 5 - Other Retained
