customerID,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,MonthlyChargeBand,TotalCharges,CustomerValue,IsMonthToMonth
9885-AIBVB,Month-to-month,Yes,Electronic check,85.8,High,2440.25,Medium Value,Yes
1934-MKPXS,One year,No,Credit card (automatic),20.1,Low,620.55,Low Value,No
2592-YKDIF,Month-to-month,No,Mailed check,20.35,Low,20.35,Low Value,Yes
2272-JKMSI,One year,Yes,Electronic check,110.8,Very High,6840.95,High Value,No
0471-LVHGK,One year,Yes,Electronic check,73,High,3001.2,High Value,No
9518-RWHZL,One year,Yes,Credit card (automatic),100.05,Very High,6254.2,High Value,No
8714-CTZJW,Month-to-month,Yes,Credit card (automatic),82.85,High,319.6,Low Value,Yes
3569-EDBPQ,Month-to-month,Yes,Electronic check,84.35,High,1938.05,Medium Value,Yes
3131-NWVFJ,One year,No,Mailed check,19.55,Low,294.5,Low Value,No
7521-YXVZY,Month-to-month,No,Mailed check,19.95,Low,58.3,Low Value,Yes
5419-CONWX,Month-to-month,Yes,Credit card (automatic),99.8,Very High,442.85,Low Value,Yes
6240-EURKS,Month-to-month,Yes,Electronic check,35,Low,553,Low Value,Yes
2373-NTKOD,Month-to-month,Yes,Electronic check,66.25,Medium,546.45,Low Value,Yes
1970-KKFWL,Two year,No,Bank transfer (automatic),23.3,Low,797.1,Medium Value,No
6960-HVYXR,Month-to-month,No,Electronic check,76,High,76,Low Value,Yes
9337-SRRNI,Two year,Yes,Credit card (automatic),25.3,Low,1673.8,Medium Value,No
0895-UADGO,Two year,Yes,Mailed check,44.55,Medium,343.45,Low Value,No
5678-VFNEQ,One year,Yes,Credit card (automatic),104.1,Very High,7412.25,High Value,No
5977-CKHON,Month-to-month,Yes,Bank transfer (automatic),92.55,Very High,4039,High Value,Yes
7024-OHCCK,Month-to-month,Yes,Electronic check,93.85,Very High,170.85,Low Value,Yes
2692-BUCFV,Month-to-month,Yes,Bank transfer (automatic),101.45,Very High,2948.6,High Value,Yes
7861-UVUFT,Month-to-month,Yes,Electronic check,84.3,High,1308.4,Medium Value,Yes
1830-GGFNM,Two year,No,Credit card (automatic),94.55,Very High,6078.75,High Value,No
5302-BDJNT,Month-to-month,No,Electronic check,95.5,Very High,3418.2,High Value,Yes
5223-UZAVK,One year,Yes,Credit card (automatic),100.3,Very High,6603.8,High Value,No
4859-ZSRDZ,Two year,Yes,Credit card (automatic),55.5,Medium,3166.9,High Value,No
5651-WYIPH,Month-to-month,Yes,Credit card (automatic),49.85,Medium,865.75,Medium Value,Yes
9350-VLHMB,Month-to-month,Yes,Bank transfer (automatic),89.55,High,6373.1,High Value,Yes
3498-LZGQZ,Two year,Yes,Mailed check,19.15,Low,1177.05,Medium Value,No
8785-CJSHH,Month-to-month,Yes,Electronic check,99.8,Very High,5985.75,High Value,Yes
5357-TZHPP,Month-to-month,Yes,Credit card (automatic),84.4,High,732.5,Medium Value,Yes
3870-SPZSI,Two year,Yes,Credit card (automatic),113.05,Very High,7869.05,High Value,No
0680-DFNNY,Month-to-month,Yes,Electronic check,101.1,Very High,1504.05,Medium Value,Yes
7560-QRBXH,One year,No,Mailed check,19.95,Low,936.7,Medium Value,No
7077-XJMET,Month-to-month,Yes,Electronic check,74.15,High,741.4,Medium Value,Yes
8752-GHJFU,One year,Yes,Electronic check,92,Very High,6585.2,High Value,No
6896-SRVYQ,Month-to-month,No,Electronic check,73.85,High,3122.4,High Value,Yes
7767-UXAGJ,Month-to-month,Yes,Electronic check,50.45,Medium,50.45,Low Value,Yes
4652-ODEVH,Two year,No,Mailed check,24.45,Low,1088.25,Medium Value,No
6510-UPNKS,One year,No,Credit card (automatic),24.8,Low,615.35,Low Value,No
6718-BDGHG,One year,Yes,Bank transfer (automatic),64.85,Medium,2908.2,High Value,No
9046-DQMTP,Month-to-month,No,Bank transfer (automatic),20.75,Low,739.9,Medium Value,Yes
6439-LAJXL,Month-to-month,Yes,Mailed check,68.95,Medium,593.85,Low Value,Yes
1571-SAVHK,Month-to-month,Yes,Mailed check,99.95,Very High,1132.75,Medium Value,Yes
9052-VKDUW,Month-to-month,Yes,Credit card (automatic),109.4,Very High,7227.45,High Value,Yes
9546-CQJSU,Month-to-month,Yes,Electronic check,91.4,Very High,193.6,Low Value,Yes
1666-JZPZT,Month-to-month,No,Mailed check,49,Medium,1291.35,Medium Value,Yes
5777-KJIRB,One year,Yes,Mailed check,50.25,Medium,2023.55,Medium Value,No
0506-LVNGN,Month-to-month,Yes,Credit card (automatic),75.55,High,349.65,Low Value,Yes
7677-SJJJK,One year,No,Credit card (automatic),19.9,Low,153.95,Low Value,No
2480-EJWYP,One year,Yes,Bank transfer (automatic),97.8,Very High,5458.8,High Value,No
3253-HKOKL,One year,No,Electronic check,100.3,Very High,5244.45,High Value,No
7055-HNEOJ,Month-to-month,Yes,Mailed check,55.8,Medium,154.55,Low Value,Yes
5514-YQENT,Two year,Yes,Electronic check,111.15,Very High,4507.15,High Value,No
3211-AAPKX,Month-to-month,Yes,Mailed check,98.55,Very High,2031.95,Medium Value,Yes
8445-DNBAE,Month-to-month,Yes,Electronic check,50.05,Medium,50.05,Low Value,Yes
2951-QOQTK,Month-to-month,No,Credit card (automatic),80.8,High,332.45,Low Value,Yes
2958-NHPPS,Month-to-month,No,Electronic check,20.85,Low,473.9,Low Value,Yes
6806-YDEUL,Month-to-month,No,Bank transfer (automatic),19.5,Low,106.8,Low Value,Yes
1735-XMJVH,Month-to-month,Yes,Mailed check,19.35,Low,152.6,Low Value,Yes
6890-PFRQX,Month-to-month,No,Mailed check,69.5,Medium,1199.4,Medium Value,Yes
0222-CNVPT,Month-to-month,Yes,Credit card (automatic),48.8,Medium,2555.05,Medium Value,Yes
5899-OUVKV,Month-to-month,Yes,Electronic check,94.5,Very High,2979.2,High Value,Yes
8681-ICONS,Month-to-month,Yes,Mailed check,20.65,Low,654.85,Low Value,Yes
1621-YNCJH,Two year,Yes,Credit card (automatic),106.05,Very High,3834.4,High Value,No
3473-XIIIT,Month-to-month,Yes,Electronic check,100,Very High,1534.75,Medium Value,Yes
6362-QHAFM,One year,Yes,Electronic check,108.3,Very High,4586.15,High Value,No
7893-IXHRQ,Month-to-month,No,Electronic check,20.55,Low,20.55,Low Value,Yes
3070-BDOQC,Two year,Yes,Electronic check,99.65,Very High,5941.05,High Value,No
2952-QAYZF,Month-to-month,Yes,Electronic check,85.3,High,424.15,Low Value,Yes
6234-PFPXL,Month-to-month,No,Credit card (automatic),95.9,Very High,2234.95,Medium Value,Yes
9824-QCJPK,One year,No,Mailed check,20,Low,666.75,Low Value,No
4763-PGDPO,Month-to-month,No,Electronic check,70.4,High,281,Low Value,Yes
4283-IVYCI,Month-to-month,No,Mailed check,64.95,Medium,547.8,Low Value,Yes
1866-OBPNR,Month-to-month,No,Credit card (automatic),74.6,High,74.6,Low Value,Yes
8205-MQUGY,Month-to-month,Yes,Electronic check,49.2,Medium,571.15,Low Value,Yes
8970-ANWXO,One year,Yes,Mailed check,73.75,High,1756.6,Medium Value,No
9480-BQJEI,One year,Yes,Bank transfer (automatic),92.3,Very High,5731.45,High Value,No
5394-SVGJV,Month-to-month,No,Bank transfer (automatic),98.8,Very High,3475.55,High Value,Yes
6979-TNDEU,Month-to-month,No,Mailed check,19.2,Low,156.85,Low Value,Yes
9777-WJJPR,Month-to-month,No,Credit card (automatic),88.65,High,2683.2,Medium Value,Yes
9283-LZQOH,Month-to-month,Yes,Credit card (automatic),74.4,High,896.75,Medium Value,Yes
7079-QRCBC,Month-to-month,Yes,Electronic check,98.75,Very High,2407.3,Medium Value,Yes
9495-SKLKD,Month-to-month,Yes,Bank transfer (automatic),95.95,Very High,4456.65,High Value,Yes
6048-UWKAL,Two year,No,Credit card (automatic),105.4,Very High,6998.95,High Value,No
5067-DGXLL,Month-to-month,No,Mailed check,20.25,Low,36.8,Low Value,Yes
5469-CTCWN,One year,Yes,Electronic check,106,Very High,6547.7,High Value,No
9851-QXEEQ,Month-to-month,Yes,Electronic check,104.7,Very High,4346.4,High Value,Yes
6281-FKEWS,One year,Yes,Electronic check,49.05,Medium,2265,Medium Value,No
8898-KASCD,One year,No,Mailed check,35.55,Medium,1309.15,Medium Value,No
9242-TKFSV,Two year,Yes,Credit card (automatic),65.1,Medium,4754.3,High Value,No
9290-SHCMB,Month-to-month,Yes,Electronic check,96.85,Very High,1235.55,Medium Value,Yes
0743-HNPFG,One year,Yes,Credit card (automatic),69.75,Medium,3562.5,High Value,No
2277-BKJKN,Two year,Yes,Electronic check,99.2,Very High,7213.75,High Value,No
9809-IMGCQ,Month-to-month,Yes,Electronic check,96.7,Very High,2082.95,Medium Value,Yes
5208-HFSBT,Month-to-month,Yes,Credit card (automatic),55.05,Medium,102.75,Low Value,Yes
5035-PGZXH,One year,Yes,Electronic check,106.8,Very High,5914.4,High Value,No
8695-WDYEA,Month-to-month,No,Mailed check,51.25,Medium,51.25,Low Value,Yes
6543-JXSOO,One year,Yes,Mailed check,57.75,Medium,1282.85,Medium Value,No
8016-ZMGMO,One year,Yes,Bank transfer (automatic),70.85,High,4738.85,High Value,No
8605-ITULD,Month-to-month,No,Mailed check,19.55,Low,19.55,Low Value,Yes
3254-YRILK,Month-to-month,Yes,Electronic check,88.2,High,1775.8,Medium Value,Yes
6416-YJTTB,Month-to-month,Yes,Bank transfer (automatic),79.5,High,795.65,Medium Value,Yes
2667-WYLWJ,One year,Yes,Mailed check,19.75,Low,145,Low Value,No
4472-VESGY,Month-to-month,No,Bank transfer (automatic),98.15,Very High,4993.4,High Value,Yes
3195-TQDZX,Month-to-month,Yes,Electronic check,20.25,Low,61.45,Low Value,Yes
3128-YOVTD,Month-to-month,Yes,Bank transfer (automatic),79.15,High,4018.55,High Value,Yes
0529-ONKER,Month-to-month,No,Electronic check,75.65,High,1146.65,Medium Value,Yes
1728-CXQBE,Month-to-month,Yes,Electronic check,94.25,Very High,6081.4,High Value,Yes
7041-TXQJH,Month-to-month,Yes,Credit card (automatic),40.2,Medium,1478.85,Medium Value,Yes
5014-GSOUQ,Two year,No,Mailed check,19.95,Low,243.65,Low Value,No
5724-BIDBU,One year,Yes,Electronic check,55.35,Medium,2633.95,Medium Value,No
0481-SUMCB,One year,Yes,Bank transfer (automatic),102.15,Very High,4735.35,High Value,No
1769-GRUIK,Month-to-month,Yes,Electronic check,71.1,High,1247.75,Medium Value,Yes
5240-IJOQT,Month-to-month,Yes,Electronic check,74.7,High,74.7,Low Value,Yes
8819-WFGGJ,Two year,Yes,Bank transfer (automatic),54.1,Medium,3794.5,High Value,No
7427-AUFPY,Two year,No,Credit card (automatic),19.65,Low,1008.7,Medium Value,No
2811-POVEX,Month-to-month,Yes,Bank transfer (automatic),88.45,High,2130.55,Medium Value,Yes
1092-GANHU,Month-to-month,Yes,Electronic check,76.65,High,1313.55,Medium Value,Yes
7898-PDWQE,Two year,No,Credit card (automatic),80.4,High,5727.15,High Value,No
9972-EWRJS,Two year,Yes,Bank transfer (automatic),19.25,Low,1372.9,Medium Value,No
9314-IJWSQ,Month-to-month,Yes,Electronic check,84.8,High,1203.9,Medium Value,Yes
0661-XEYAN,Month-to-month,Yes,Mailed check,25.8,Low,25.8,Low Value,Yes
5799-JRCZO,Two year,No,Credit card (automatic),19.5,Low,1215.1,Medium Value,No
1921-KYSAY,One year,Yes,Electronic check,68.6,Medium,2877.05,High Value,No
6198-RTPMF,Month-to-month,No,Electronic check,92.6,Very High,1579.7,Medium Value,Yes
2924-KHUVI,One year,Yes,Electronic check,100.55,Very High,5514.95,High Value,No
1925-GMVBW,Month-to-month,No,Credit card (automatic),20.55,Low,96.1,Low Value,Yes
7881-EVUAD,Month-to-month,Yes,Electronic check,42.6,Medium,72.4,Low Value,Yes
6184-DYUOB,Month-to-month,Yes,Mailed check,19.6,Low,55.25,Low Value,Yes
9207-ZPANB,One year,No,Electronic check,67.45,Medium,2443.3,Medium Value,No
5766-XQXMQ,Month-to-month,Yes,Bank transfer (automatic),68.85,Medium,1970.5,Medium Value,Yes
9327-QSDED,Month-to-month,No,Mailed check,43.55,Medium,335.4,Low Value,Yes
1656-DRSMG,Month-to-month,Yes,Credit card (automatic),109.85,Very High,7002.95,High Value,Yes
3012-VFFMN,Month-to-month,No,Mailed check,20.65,Low,158.95,Low Value,Yes
2984-AFWNC,Month-to-month,No,Electronic check,95.4,Very High,293.15,Low Value,Yes
0640-YJTPY,Two year,No,Bank transfer (automatic),21,Low,1493.75,Medium Value,No
8096-LOIST,Month-to-month,Yes,Electronic check,56.2,Medium,1093.4,Medium Value,Yes
9764-REAFF,Two year,No,Bank transfer (automatic),18.4,Low,1057.85,Medium Value,No
3703-VAVCL,Month-to-month,No,Credit card (automatic),90,Very High,190.05,Low Value,Yes
7107-UBYKY,Month-to-month,Yes,Electronic check,25.75,Low,882.55,Medium Value,Yes
4881-GQJTW,Month-to-month,No,Credit card (automatic),19.6,Low,300.4,Low Value,Yes
8519-QJGJD,Month-to-month,No,Electronic check,75.35,High,1025.95,Medium Value,Yes
7876-DNYAP,Two year,No,Credit card (automatic),19.8,Low,1436.95,Medium Value,No
7905-NJMXS,Month-to-month,No,Electronic check,64.2,Medium,475,Low Value,Yes
2882-WDTBA,Two year,Yes,Bank transfer (automatic),75.75,High,5388.15,High Value,No
2091-GPPIQ,Two year,Yes,Electronic check,78.95,High,5730.15,High Value,No
6326-MTTXK,Month-to-month,No,Electronic check,100.85,Very High,819.55,Medium Value,Yes
5071-FBJFS,Month-to-month,No,Electronic check,50.3,Medium,217.1,Low Value,Yes
2796-UUZZO,Month-to-month,Yes,Credit card (automatic),80.3,High,4896.35,High Value,Yes
2429-AYKKO,Two year,No,Bank transfer (automatic),19.85,Low,1434.1,Medium Value,No
9798-OPFEM,Two year,Yes,Electronic check,21.1,Low,937.1,Medium Value,No
0330-IVZHA,Month-to-month,No,Electronic check,69.95,Medium,330.15,Low Value,Yes
3794-NFNCH,Month-to-month,Yes,Mailed check,50,Medium,1474.9,Medium Value,Yes
5193-QLVZB,Two year,Yes,Bank transfer (automatic),104.75,Very High,6536.5,High Value,No
7114-AEOZE,Two year,No,Bank transfer (automatic),19.85,Low,1128.1,Medium Value,No
2886-KEFUM,One year,Yes,Electronic check,107.5,Very High,6873.75,High Value,No
5522-NYKPB,Month-to-month,No,Electronic check,85.9,High,2199.05,Medium Value,Yes
4237-RLAQD,Month-to-month,Yes,Mailed check,45.85,Medium,45.85,Low Value,Yes
9957-YODKZ,Month-to-month,Yes,Electronic check,80.8,High,457.1,Low Value,Yes
6518-KZXCB,Two year,No,Mailed check,25.25,Low,566.5,Low Value,No
2245-ADZFJ,Two year,No,Bank transfer (automatic),80.55,High,2471.6,Medium Value,No
7776-QGYJC,Month-to-month,Yes,Bank transfer (automatic),81.5,High,3107.3,High Value,Yes
9313-QOLTZ,Month-to-month,No,Mailed check,20.9,Low,518.3,Low Value,Yes
9651-GTSAQ,One year,Yes,Bank transfer (automatic),106.1,Very High,5769.75,High Value,No
3186-BAXNB,Month-to-month,No,Electronic check,91.7,Very High,91.7,Low Value,Yes
4672-FOTSD,Month-to-month,Yes,Electronic check,67.25,Medium,832.3,Medium Value,Yes
0637-YLETY,Month-to-month,Yes,Credit card (automatic),95.6,Very High,1555.65,Medium Value,Yes
9818-XQCUV,Month-to-month,No,Mailed check,20.35,Low,45.3,Low Value,Yes
7338-ERIVA,One year,No,Bank transfer (automatic),45.05,Medium,1790.6,Medium Value,No
1157-BQCUW,Month-to-month,Yes,Electronic check,74.95,High,74.95,Low Value,Yes
8259-NFJTV,Month-to-month,No,Mailed check,34.65,Low,246.6,Low Value,Yes
3223-DWFIO,Month-to-month,No,Electronic check,69.35,Medium,261.65,Low Value,Yes
2660-EMUBI,Month-to-month,Yes,Electronic check,95.35,Very High,898.35,Medium Value,Yes
6968-GMKPR,Month-to-month,Yes,Electronic check,81.55,High,4509.5,High Value,Yes
4751-ERMAN,Two year,Yes,Bank transfer (automatic),75.4,High,5480.25,High Value,No
1436-ZMJAN,Month-to-month,Yes,Credit card (automatic),67.8,Medium,653.15,Low Value,Yes
3292-PBZEJ,Month-to-month,Yes,Electronic check,111.4,Very High,1183.05,Medium Value,Yes
0799-DDIHE,Month-to-month,No,Electronic check,46.3,Medium,639.45,Low Value,Yes
3070-FNFZQ,Two year,No,Bank transfer (automatic),20.4,Low,478.75,Low Value,No
2812-SFXMJ,Month-to-month,No,Mailed check,20.05,Low,20.05,Low Value,Yes
7675-OZCZG,Month-to-month,No,Electronic check,45,Medium,127.1,Low Value,Yes
5014-WUQMG,One year,Yes,Electronic check,96.1,Very High,4391.45,High Value,No
5312-TSZVC,One year,No,Mailed check,19.65,Low,270.6,Low Value,No
2003-CKLOR,Month-to-month,No,Electronic check,99.5,Very High,6710.5,High Value,Yes
0993-OSGPT,One year,Yes,Bank transfer (automatic),60.65,Medium,3975.9,High Value,No
9254-RBFON,One year,No,Bank transfer (automatic),98.6,Very High,1704.95,Medium Value,No
1205-WNWPJ,Month-to-month,Yes,Mailed check,59.5,Medium,415.95,Low Value,Yes
9391-EOYLI,Month-to-month,Yes,Electronic check,80.45,High,950.2,Medium Value,Yes
7108-DGVUU,One year,No,Bank transfer (automatic),71.7,High,1497.05,Medium Value,No
2782-JEEBU,Month-to-month,Yes,Mailed check,36,Medium,780.15,Medium Value,Yes
5127-BZENZ,One year,No,Bank transfer (automatic),65.2,Medium,3512.15,High Value,No
2720-FVBQP,Month-to-month,Yes,Credit card (automatic),48.95,Medium,273.25,Low Value,Yes
9906-NHHVC,Two year,Yes,Bank transfer (automatic),53.5,Medium,3517.9,High Value,No
4522-XRWWI,One year,No,Credit card (automatic),80.45,High,3375.9,High Value,No
3766-EJLFL,Two year,Yes,Bank transfer (automatic),109.05,Very High,7508.55,High Value,No
5939-SXWHM,Two year,No,Bank transfer (automatic),26.3,Low,1245.05,Medium Value,No
8152-UOBNY,One year,Yes,Electronic check,106.8,Very High,5347.95,High Value,No
7351-KYHQH,Month-to-month,Yes,Electronic check,64.95,Medium,493.65,Low Value,Yes
7643-RCHXS,Two year,No,Electronic check,19.35,Low,1263.85,Medium Value,No
8246-SHFGA,Month-to-month,No,Credit card (automatic),21.1,Low,385.55,Low Value,Yes
8387-MOJJT,Month-to-month,Yes,Credit card (automatic),77.95,High,3384,High Value,Yes
0620-XEFWH,Month-to-month,No,Mailed check,18.85,Low,84.2,Low Value,Yes
6485-QXWWE,Two year,No,Bank transfer (automatic),26,Low,1638.7,Medium Value,No
2761-OCIAX,Month-to-month,Yes,Electronic check,74.7,High,165.4,Low Value,Yes
7321-VGNKU,Month-to-month,Yes,Electronic check,70.35,Medium,120.25,Low Value,Yes
5327-CNLUQ,Two year,Yes,Bank transfer (automatic),96.9,Very High,4473.45,High Value,No
7552-KEYGT,Two year,No,Bank transfer (automatic),19.55,Low,520.55,Low Value,No
5816-JMLGY,Two year,Yes,Bank transfer (automatic),80.4,High,5717.85,High Value,No
3068-OMWZA,Month-to-month,Yes,Electronic check,88.8,High,88.8,Low Value,Yes
2927-QRRQV,One year,Yes,Electronic check,94.65,Very High,4312.5,High Value,No
6032-KRXXO,Month-to-month,Yes,Electronic check,90.25,Very High,2755.35,High Value,Yes
7459-RRWQZ,Month-to-month,Yes,Bank transfer (automatic),64.65,Medium,994.55,Medium Value,Yes
6265-SXWBU,One year,No,Credit card (automatic),95.75,Very High,6511.25,High Value,No
7941-RCJOW,Two year,Yes,Credit card (automatic),19.55,Low,1218.65,Medium Value,No
6374-NTQLP,Two year,Yes,Credit card (automatic),104.1,Very High,7447.7,High Value,No
4154-AQUGT,Month-to-month,Yes,Bank transfer (automatic),89.05,High,1169.35,Medium Value,Yes
2387-KDZQY,One year,Yes,Mailed check,20.1,Low,279.5,Low Value,No
3584-WKTTW,One year,Yes,Electronic check,111.55,Very High,5720.35,High Value,No
3399-BMLVW,Two year,No,Credit card (automatic),60.5,Medium,3121.45,High Value,No
1971-DTCZB,Two year,Yes,Bank transfer (automatic),90.95,Very High,6468.6,High Value,No
3092-IGHWF,One year,No,Electronic check,87.4,High,5918.8,High Value,No
3374-PZLXD,Month-to-month,No,Mailed check,19.7,Low,675.6,Low Value,Yes
3813-DHBBB,Two year,Yes,Bank transfer (automatic),50.95,Medium,3521.7,High Value,No
2812-REYAT,One year,Yes,Bank transfer (automatic),20.05,Low,923.1,Medium Value,No
6518-PPLMZ,Two year,Yes,Mailed check,19.4,Low,1110.35,Medium Value,No
4939-KYYPY,Month-to-month,No,Electronic check,59.45,Medium,1611.65,Medium Value,Yes
8017-LXHFA,Month-to-month,Yes,Electronic check,94.75,Very High,2293.6,Medium Value,Yes
5930-GBIWP,Two year,Yes,Credit card (automatic),81.5,High,5553.25,High Value,No
6022-KOUQO,Month-to-month,No,Bank transfer (automatic),29.05,Low,44.75,Low Value,Yes
6352-TWCAU,Month-to-month,Yes,Electronic check,86.45,High,3029.1,High Value,Yes
2361-UPSND,One year,No,Mailed check,70.6,High,3231.05,High Value,No
6035-RIIOM,Two year,Yes,Bank transfer (automatic),97.2,Very High,5129.45,High Value,No
2929-QNSRW,One year,Yes,Electronic check,98.25,Very High,5508.35,High Value,No
1262-OPMFY,Month-to-month,Yes,Bank transfer (automatic),75.75,High,655.9,Low Value,Yes
9504-DSHWM,Month-to-month,No,Bank transfer (automatic),59.2,Medium,1191.2,Medium Value,Yes
5035-BVCXS,Month-to-month,Yes,Mailed check,75.9,High,866.4,Medium Value,Yes
6267-DCFFZ,Month-to-month,Yes,Electronic check,90.05,Very High,2627.2,Medium Value,Yes
3533-UVMOM,Two year,No,Bank transfer (automatic),70.95,High,4741.45,High Value,No
2439-LYPMQ,Month-to-month,Yes,Electronic check,102.6,Very High,4009.2,High Value,Yes
4248-QPAVC,Month-to-month,Yes,Bank transfer (automatic),85.35,High,1463.45,Medium Value,Yes
1899-VXWXM,One year,Yes,Credit card (automatic),106.1,Very High,5082.8,High Value,No
1478-VPOAD,Month-to-month,No,Electronic check,43.8,Medium,43.8,Low Value,Yes
9995-HOTOH,Two year,No,Electronic check,59,Medium,3707.6,High Value,No
2988-PLAHS,One year,Yes,Electronic check,69.95,Medium,220.45,Low Value,No
1371-OJCEK,One year,No,Bank transfer (automatic),24.35,Low,1133.7,Medium Value,No
4999-IEZLT,One year,No,Credit card (automatic),29.45,Low,1983.15,Medium Value,No
8883-ANODQ,Two year,Yes,Credit card (automatic),84.4,High,5746.75,High Value,No
4690-LLKUA,Month-to-month,Yes,Electronic check,45.05,Medium,770.6,Medium Value,Yes
2351-RRBUE,One year,No,Mailed check,20.65,Low,134.05,Low Value,No
5980-BDHPY,Two year,Yes,Bank transfer (automatic),87.1,High,6230.1,High Value,No
1498-DQNRX,Month-to-month,No,Mailed check,19.85,Low,573.05,Low Value,Yes
9469-WEJBT,Month-to-month,Yes,Electronic check,90.35,Very High,3419.3,High Value,Yes
3331-HQDTW,Month-to-month,Yes,Mailed check,109.8,Very High,3587.25,High Value,Yes
9490-DFPMD,Month-to-month,Yes,Electronic check,84.65,High,3541.35,High Value,Yes
2581-VKIRT,One year,No,Mailed check,65.5,Medium,3801.3,High Value,No
5442-XSDCW,Month-to-month,Yes,Bank transfer (automatic),79.5,High,868.5,Medium Value,Yes
7426-WEIJX,Month-to-month,Yes,Electronic check,80.95,High,4859.1,High Value,Yes
2851-MMUTZ,Month-to-month,Yes,Mailed check,56.15,Medium,1439.35,Medium Value,Yes
3049-NDXFL,Month-to-month,No,Mailed check,85.8,High,85.8,Low Value,Yes
8580-AECUZ,Month-to-month,Yes,Electronic check,79.1,High,79.1,Low Value,Yes
3307-TLCUD,Month-to-month,No,Mailed check,34.4,Low,592.75,Low Value,Yes
6625-FLENO,Two year,No,Mailed check,20.75,Low,1185.95,Medium Value,No
2967-MXRAV,One year,No,Mailed check,18.8,Low,18.8,Low Value,No
7963-GQRMY,Month-to-month,No,Mailed check,44.3,Medium,134.5,Low Value,Yes
8189-HBVRW,Month-to-month,No,Electronic check,90.8,Very High,4921.2,High Value,Yes
4163-KIUHY,Month-to-month,Yes,Electronic check,25.6,Low,901.25,Medium Value,Yes
1228-FZFRV,Month-to-month,No,Credit card (automatic),105.95,Very High,5341.8,High Value,Yes
3500-NSDOA,Two year,No,Credit card (automatic),70.8,High,4859.95,High Value,No
1171-TYKUR,Month-to-month,No,Electronic check,25.4,Low,1139.2,Medium Value,Yes
3761-FLYZI,Month-to-month,Yes,Bank transfer (automatic),108.8,Very High,7082.45,High Value,Yes
2058-DCJBE,Month-to-month,Yes,Electronic check,69.75,Medium,324.6,Low Value,Yes
5364-XYIRR,Month-to-month,Yes,Electronic check,94.65,Very High,4812.75,High Value,Yes
4829-AUOAX,Month-to-month,No,Bank transfer (automatic),96.05,Very High,4399.5,High Value,Yes
1219-NNDDO,Month-to-month,Yes,Electronic check,76.85,High,663.55,Low Value,Yes
8388-DMKAE,Two year,No,Mailed check,20.25,Low,174.65,Low Value,No
4403-BWPAY,One year,Yes,Credit card (automatic),24.8,Low,321.7,Low Value,No
9659-QEQSY,Month-to-month,Yes,Electronic check,115.65,Very High,5125.5,High Value,Yes
5405-ZMYXQ,Month-to-month,Yes,Credit card (automatic),74.6,High,548.9,Low Value,Yes
5047-LHVLY,Month-to-month,Yes,Mailed check,50.15,Medium,50.15,Low Value,Yes
1442-OKRJE,One year,Yes,Bank transfer (automatic),103.15,Very High,7031.3,High Value,No
4737-AQCPU,Two year,No,Credit card (automatic),72.1,High,5016.65,High Value,No
9158-VCTQB,Month-to-month,Yes,Bank transfer (automatic),113.6,Very High,4594.95,High Value,Yes
2808-CHTDM,Two year,No,Mailed check,25.1,Low,611.45,Low Value,No
6311-UEUME,Month-to-month,Yes,Electronic check,78.9,High,2384.15,Medium Value,Yes
0793-TWELN,Month-to-month,Yes,Electronic check,80.15,High,319.85,Low Value,Yes
3283-WCWXT,Two year,No,Mailed check,25.4,Low,153.3,Low Value,No
1060-ENTOF,One year,Yes,Credit card (automatic),105.4,Very High,7035.6,High Value,No
0999-QXNSA,Month-to-month,Yes,Mailed check,45.75,Medium,344.2,Low Value,Yes
5451-MHQOF,One year,Yes,Mailed check,24.45,Low,1431.65,Medium Value,No
4836-WNFNO,Two year,No,Credit card (automatic),25,Low,1849.2,Medium Value,No
9225-BZLNZ,Two year,Yes,Electronic check,85.25,High,6083.1,High Value,No
0354-VXMJC,Two year,No,Credit card (automatic),19.6,Low,426.65,Low Value,No
4422-QVIJA,Month-to-month,No,Mailed check,50.15,Medium,1655.35,Medium Value,Yes
9365-SRSZE,Month-to-month,Yes,Electronic check,70.55,High,1943.9,Medium Value,Yes
6839-ITVZJ,Month-to-month,Yes,Electronic check,60.05,Medium,1616.15,Medium Value,Yes
8332-OSJDW,One year,No,Mailed check,26.4,Low,314.95,Low Value,No
4735-BJKOU,Two year,No,Mailed check,20.15,Low,804.85,Medium Value,No
0274-JKUJR,Month-to-month,No,Mailed check,58.85,Medium,465.7,Low Value,Yes
5740-YHGTW,Month-to-month,Yes,Credit card (automatic),97.55,Very High,6669.05,High Value,Yes
8917-SZTTJ,Two year,No,Credit card (automatic),19.65,Low,1161.75,Medium Value,No
1696-MZVAU,One year,Yes,Credit card (automatic),25.25,Low,947.75,Medium Value,No
7359-WWYJV,Two year,No,Credit card (automatic),114.45,Very High,8375.05,High Value,No
0375-HVGXO,Month-to-month,Yes,Electronic check,34.7,Low,34.7,Low Value,Yes
4906-ZHGPK,One year,Yes,Electronic check,70.7,High,3770,High Value,No
8593-WHYHV,Month-to-month,Yes,Electronic check,85.3,High,264.8,Low Value,Yes
3795-GWTRD,Two year,No,Credit card (automatic),75.55,High,4707.85,High Value,No
1298-PHBTI,Two year,Yes,Electronic check,84.8,High,6152.4,High Value,No
